tld,type,punycode,language_code,translation,romanized,rtl,sponsor,registrar,registrar_name,registrar_web,price_new,price_renew,price_transfer,currency,updated_time
now,gTLD,,,,,no,"Amazon Registry Services, Inc.",porkbun,porkbun,https://porkbun.com/,31.39,32.42,32.42,usd,2025-01-01 14:55:21
nowruz,gTLD,,,,,no,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,regery,Regery,https://regery.com/,29.99,29.99,29.99,usd,2024-09-11 10:54:05
np,ccTLD,,,,,no,Mercantile Communications Pvt. Ltd.,gandi,gandi.net,https://www.gandi.net/,150,300.0,150,eur,2025-01-01 15:04:05
nr,ccTLD,,,,,no,CENPAC NET,domgate,domgate,https://domgate.com/,600,600.0,600,eur,2025-01-01 15:01:39
nrw,gTLD,,,,,no,Minds + Machines GmbH,innovahost,InnovaHost,https://innovahost.net/,35.95,35.95,35.95,eur,2024-11-15 16:13:17
nu,ccTLD,,,,,no,The IUSN Foundation,innovahost,InnovaHost,https://innovahost.net/,15.12,12.96,0,eur,2024-11-15 16:13:17
nyc,gTLD,,,,,no,The City of New York by and through the New York City Department of Information Technology & Telecommunications,porkbun,porkbun,https://porkbun.com/,21.09,22.58,21.98,usd,2025-01-01 14:55:21
nz,ccTLD,,,,,no,InternetNZ,porkbun,porkbun,https://porkbun.com/,14.99,14.99,12.27,usd,2025-01-01 14:55:21
observer,gTLD,,,,,no,"Dog Beach, LLC",dotology,dotology,https://dotology.com/,8.99,8.99,8.99,usd,2025-01-01 14:59:45
okinawa,gTLD,,,,,no,"BRregistry, Inc.",sav,Sav,https://www.sav.com/,7.88,7.88,7.88,usd,2025-01-01 14:47:32
om,ccTLD,,,,,no,Telecommunications Regulatory Authority (TRA),inwx,INWX,https://www.inwx.com/,126.05,126.05,126.05,eur,2025-01-01 14:52:34
one,gTLD,,,,,no,One.com A/S,regery,Regery,https://regery.com/,17.99,7.99,7.99,usd,2024-09-11 10:54:05
ong,gTLD,,,,,no,Public Interest Registry,namecom,Name.com,https://www.name.com/,16.99,16.99,16.99,usd,2024-09-20 19:36:02
onl,gTLD,,,,,no,iRegistry GmbH,namesilo,NameSilo,https://www.namesilo.com/,9.95,9.95,9.95,usd,2025-01-01 14:49:01
online,gTLD,,,,,no,Radix FZC,tencent,腾讯云,https://cloud.tencent.com/,8,75.0,199,cny,2024-11-01 19:20:20
ooo,gTLD,,,,,no,INFIBEAM INCORPORATION LIMITED,sav,Sav,https://www.sav.com/,20.88,20.88,20.88,usd,2025-01-01 14:47:32
open,gTLD,,,,,no,"American Express Travel Related Services Company, Inc.",namesilo,NameSilo,https://www.namesilo.com/,529.99,529.99,529.99,usd,2025-01-01 14:49:01
org,gTLD,,,,,no,Public Interest Registry (PIR),ovh,OVHcloud,https://www.ovhcloud.com/,8.78,8.78,8.78,eur,2024-09-01 14:41:55
organic,gTLD,,,,,no,Afilias Limited,porkbun,porkbun,https://porkbun.com/,10.79,57.14,57.14,usd,2025-01-01 14:55:21
osaka,gTLD,,,,,no,"Osaka Registry Co., Ltd.",porkbun,porkbun,https://porkbun.com/,26.68,26.88,26.68,usd,2025-01-01 14:55:21
ovh,gTLD,,,,,no,OVH SAS,ovh,OVHcloud,https://www.ovhcloud.com/,1.99,2.99,2.99,eur,2024-09-01 14:41:55
pa,ccTLD,,,,,no,Universidad Tecnologica de Panama,mrdomain,MrDomain,https://www.mrdomain.com/,118.95,118.95,118.95,eur,2025-01-01 14:56:21
page,gTLD,,,,,no,Charleston Road Registry Inc.,truehost,Truehost,https://truehost.com/,8.86,9.07,9.17,usd,2024-10-24 10:35:36
paris,gTLD,,,,,no,City of Paris,netim,netim,https://www.netim.com/,36,36.0,31.18,eur,2025-01-01 14:48:56
partners,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,13.37,47.87,47.87,usd,2025-01-01 14:55:21
parts,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,9.51,26.24,26.24,usd,2025-01-01 14:55:21
party,gTLD,,,,,no,Blue Sky Registry Limited,domaincom,Domain.com,https://www.domain.com/,2.99,4.99,n/a,usd,2024-11-01 19:05:30
pe,ccTLD,,,,,no,Red Cientifica Peruana,mrdomain,MrDomain,https://www.mrdomain.com/,34.95,34.95,34.95,eur,2025-01-01 14:56:21
pet,gTLD,,,,,no,Afilias Limited,porkbun,porkbun,https://porkbun.com/,6.96,16.97,16.97,usd,2025-01-01 14:55:21
pf,ccTLD,,,,,no,Gouvernement de la Polynésie française,domgate,domgate,https://domgate.com/,190,190.0,190,eur,2025-01-01 15:01:39
pg,ccTLD,,,,,no,"PNG DNS Administration
Vice Chancellors Office
The Papua New Guinea University of Technology",gandi,gandi.net,https://www.gandi.net/,200,391.98,200,eur,2025-01-01 15:04:05
ph,ccTLD,,,,,no,PH Domain Foundation,quyu,趣域网,https://www.quyu.net/,288,288.0,280,cny,2025-01-01 14:47:38
pharmacy,gTLD,,,,,no,National Association of Boards of Pharmacy,101domain,101domain,https://www.101domain.com/,999,1125.0,999,usd,2025-01-01 14:48:25
phd,gTLD,,,,,no,Charleston Road Registry Inc.,wordpress,WordPress.com,https://wordpress.com/,12,12.0,12,usd,2025-01-01 15:01:15
photo,gTLD,,,,,no,"Registry Services, LLC",sav,Sav,https://www.sav.com/,20.98,20.98,20.98,usd,2025-01-01 14:47:32
photography,gTLD,,,,,no,"Binky Moon, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,19.95,19.95,19.95,usd,2025-01-01 14:48:20
photos,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,18.0,18,usd,2025-01-01 14:55:21
physio,gTLD,,,,,no,PhysBiz Pty Ltd,regery,Regery,https://regery.com/,66.99,66.99,66.99,usd,2024-09-11 10:54:05
pics,gTLD,,,,,no,XYZ.COM LLC,cloudflare,Cloudflare,https://www.cloudflare.com/,20.18,20.18,20.18,usd,2024-11-30 21:56:07
pictures,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,9.76,9.76,usd,2025-01-01 14:55:21
pink,gTLD,,,,,no,Afilias Limited,porkbun,porkbun,https://porkbun.com/,8.22,15.94,15.94,usd,2025-01-01 14:55:21
pizza,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,43.75,43.75,usd,2025-01-01 14:55:21
pk,ccTLD,,,,,no,PKNIC,quyu,趣域网,https://www.quyu.net/,228,228.0,228,cny,2025-01-01 14:47:38
pl,ccTLD,,,,,no,Research and Academic Computer Network,ovh,OVHcloud,https://www.ovhcloud.com/,3.99,12.99,0,eur,2024-09-01 14:41:55
place,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,14.91,14.91,14.91,usd,2025-01-01 14:55:21
plumbing,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,29.99,29.99,29.99,usd,2025-01-01 14:59:45
plus,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
pm,ccTLD,,,,,no,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),regery,Regery,https://regery.com/,6.69,6.99,6.69,usd,2024-09-11 10:54:05
pn,ccTLD,,,,,no,Pitcairn Island Administration,domgate,domgate,https://domgate.com/,150,150.0,150,eur,2025-01-01 15:01:39
poker,gTLD,,,,,no,Afilias Limited,porkbun,porkbun,https://porkbun.com/,8.22,44.26,44.26,usd,2025-01-01 14:55:21
porn,gTLD,,,,,no,ICM Registry PN LLC,regery,Regery,https://regery.com/,79.99,83.99,79.99,usd,2024-09-11 10:54:05
post,sTLD,,,,,no,Universal Postal Union,encirca,EnCirca,https://www.encirca.com/,n/a,200.0,n/a,usd,2025-01-01 15:03:34
pr,ccTLD,,,,,no,Gauss Research Laboratory Inc.,sav,Sav,https://www.sav.com/,1030.88,1030.88,1030.88,usd,2025-01-01 14:47:32
press,gTLD,,,,,no,Radix FZC,tencent,腾讯云,https://cloud.tencent.com/,35,80.0,400,cny,2024-11-01 19:20:20
pro,grTLD,,,,,no,Afilias Limited,cloudflare,Cloudflare,https://www.cloudflare.com/,17.68,17.68,17.68,usd,2024-11-30 21:56:07
productions,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,26.24,26.24,usd,2025-01-01 14:55:21
prof,gTLD,,,,,no,Charleston Road Registry Inc.,wordpress,WordPress.com,https://wordpress.com/,12,12.0,12,usd,2025-01-01 15:01:15
promo,gTLD,,,,,no,Afilias Limited,dreamhost,DreamHost,https://www.dreamhost.com/,14.95,14.95,14.95,usd,2025-01-01 14:48:20
properties,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,11.82,26.24,26.24,usd,2025-01-01 14:55:21
property,gTLD,,,,,no,UNR Corp.,sav,Sav,https://www.sav.com/,19.99,103.18,103.18,usd,2025-01-01 14:47:32
protection,gTLD,,,,,no,XYZ.COM LLC,cloudflare,Cloudflare,https://www.cloudflare.com/,2000.18,2000.18,2000.18,usd,2024-11-30 21:56:07
ps,ccTLD,,,,,no,"Ministry Of Telecommunications &
Information Technology,
Government Computer Center.",regery,Regery,https://regery.com/,52.99,54.99,74.99,usd,2024-09-11 10:54:05
pt,ccTLD,,,,,no,Associação DNS.PT,regery,Regery,https://regery.com/,11.29,11.49,1.99,usd,2024-09-11 10:54:05
pub,gTLD,,,,,no,"Dog Beach, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
pw,ccTLD,,,,,no,Micronesia Investment and Development Corporation,aliyun,阿里云,https://wanwang.aliyun.com/,10,79.0,70,cny,2025-01-01 14:47:23
py,ccTLD,,,,,no,NIC-PY,gandi,gandi.net,https://www.gandi.net/,168,330.0,168,eur,2025-01-01 15:04:05
qa,ccTLD,,,,,no,Communications Regulatory Authority,domgate,domgate,https://domgate.com/,15,15.0,15,eur,2025-01-01 15:01:39
qpon,gTLD,,,,,no,"dotCOOL, Inc.",namesilo,NameSilo,https://www.namesilo.com/,8.88,8.88,8.88,usd,2025-01-01 14:49:01
quebec,gTLD,,,,,no,PointQuébec Inc,regery,Regery,https://regery.com/,25.59,26.99,25.59,usd,2024-09-11 10:54:05
quest,gTLD,,,,,no,XYZ.COM LLC,cosmotown,Cosmotown,https://www.cosmotown.com/,10.95,11.17,11.17,usd,2024-11-15 16:07:41
racing,gTLD,,,,,no,Premier Registry Limited,domaincom,Domain.com,https://www.domain.com/,6.99,8.99,n/a,usd,2024-11-01 19:05:30
radio,gTLD,,,,,no,European Broadcasting Union (EBU),encirca,EnCirca,https://www.encirca.com/,36,36.0,n/a,usd,2025-01-01 15:03:34
re,ccTLD,,,,,no,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),regery,Regery,https://regery.com/,6.69,6.99,6.69,usd,2024-09-11 10:54:05
realestate,gTLD,,,,,no,dotRealEstate LLC,regery,Regery,https://regery.com/,74.99,76.99,74.99,usd,2024-09-11 10:54:05
realty,gTLD,,,,,no,"Dog Beach, LLC",domaincom,Domain.com,https://www.domain.com/,10.99,10.99,n/a,usd,2024-11-01 19:05:30
recipes,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,6.42,43.75,43.75,usd,2025-01-01 14:55:21
red,gTLD,,,,,no,Afilias Limited,huawei,华为云,https://www.huaweicloud.com/,69,116.0,116,cny,2025-01-01 14:53:00
rehab,gTLD,,,,,no,"Dog Beach, LLC",onecom,one.com,https://www.one.com/,6.99,24.99,6.99,usd,2025-01-01 14:57:49
reise,gTLD,,,travel,,no,"Binky Moon, LLC",spaceship,Spaceship,https://www.spaceship.com/,65.98,65.98,65.98,usd,2024-10-24 10:36:51
reisen,gTLD,,,traveling,,no,"Binky Moon, LLC",spaceship,Spaceship,https://www.spaceship.com/,13.98,13.98,13.98,usd,2024-10-24 10:36:51
reit,gTLD,,,,,no,"National Association of Real Estate Investment Trusts, Inc.",dotology,dotology,https://dotology.com/,800,800.0,800,usd,2025-01-01 14:59:45
ren,gTLD,,,,,no,ZDNS International Limited,ename,易名,https://www.ename.com/,35,35.0,34,cny,2025-01-01 14:47:01
rent,gTLD,,,,,no,XYZ.COM LLC,directnic,Directnic,https://directnic.com/,24.99,24.99,24.99,usd,2025-01-01 14:54:44
rentals,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,26.24,26.24,usd,2025-01-01 14:55:21
repair,gTLD,,,,,no,"Binky Moon, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,25.18,25.18,25.18,usd,2024-11-30 21:56:07
report,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,16.97,16.97,usd,2025-01-01 14:55:21
republican,gTLD,,,,,no,"Dog Beach, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,25.18,25.18,25.18,usd,2024-11-30 21:56:07
rest,gTLD,,,,,no,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,cloudflare,Cloudflare,https://www.cloudflare.com/,25.18,25.18,25.18,usd,2024-11-30 21:56:07
restaurant,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,42.72,42.72,usd,2025-01-01 14:55:21
review,gTLD,,,,,no,dot Review Limited,domaincom,Domain.com,https://www.domain.com/,6.99,8.99,n/a,usd,2024-11-01 19:05:30
reviews,gTLD,,,,,no,"Dog Beach, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,22.99,22.99,22.99,usd,2025-01-01 14:48:20
rich,gTLD,,,,,no,iRegistry GmbH,namesilo,NameSilo,https://www.namesilo.com/,1750,1750.0,1750,usd,2025-01-01 14:49:01
rio,gTLD,,,,,no,Empresa Municipal de Informática SA - IPLANRIO,sav,Sav,https://www.sav.com/,11.64,11.64,n/a,usd,2025-01-01 14:47:32
rip,gTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,4.61,15.94,15.94,usd,2025-01-01 14:55:21
ro,ccTLD,,,,,no,National Institute for R&D in Informatics,inwx,INWX,https://www.inwx.com/,41.93,8.32,0,eur,2025-01-01 14:52:34
rocks,gTLD,,,,,no,"Dog Beach, LLC",dotology,dotology,https://dotology.com/,7.98,11.99,11.99,usd,2025-01-01 14:59:45
rodeo,gTLD,,,,,no,"Registry Services, LLC",innovahost,InnovaHost,https://innovahost.net/,6.76,6.76,6.76,eur,2024-11-15 16:13:17
rs,ccTLD,,,,,no,Serbian National Internet Domain Registry (RNIDS),quyu,趣域网,https://www.quyu.net/,139,139.0,139,cny,2025-01-01 14:47:38
rsvp,gTLD,,,invitations and replies,,no,Charleston Road Registry Inc.,cloudflare,Cloudflare,https://www.cloudflare.com/,10.18,10.18,10.18,usd,2024-11-30 21:56:07
ru,ccTLD,,,,,no,Coordination Center for TLD RU,regery,Regery,https://regery.com/,1.99,3.69,1.99,usd,2024-09-11 10:54:05
rugby,gTLD,,,,,no,World Rugby Strategic Developments Limited,alldomains,ALLDomains,https://alldomains.hosting/,38,40.0,40,eur,2025-01-01 15:09:44
ruhr,gTLD,,,,,no,dotSaarland GmbH,sav,Sav,https://www.sav.com/,23.43,23.43,n/a,usd,2025-01-01 14:47:32
run,gTLD,,,,,no,"Binky Moon, LLC",baidu,百度智能云,https://cloud.baidu.com/,40,71.0,69,cny,2025-01-01 14:52:53
rw,ccTLD,,,,,no,Rwanda Internet Community and Technology  Alliance (RICTA) Ltd,afriregister,Afriregister,https://www.afriregister.com/,212,212.0,31.8,eur,2025-01-01 15:01:05
ryukyu,gTLD,,,,,no,"BRregistry, Inc.",sav,Sav,https://www.sav.com/,7.88,7.88,7.88,usd,2025-01-01 14:47:32
sa,ccTLD,,,,,no,Communications and Information Technology Commission,regery,Regery,https://regery.com/,69.99,76.99,69.99,usd,2024-09-11 10:54:05
saarland,gTLD,,,,,no,dotSaarland GmbH,porkbun,porkbun,https://porkbun.com/,19.68,19.68,19.68,usd,2025-01-01 14:55:21
sale,gTLD,,,,,no,"Dog Beach, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
salon,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,15.99,15.99,15.99,usd,2025-01-01 14:59:45
sarl,gTLD,,,"société à responsabilité limitée, francophone limited liability company",,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,22.64,22.64,22.64,usd,2025-01-01 14:55:21
sb,ccTLD,,,,,no,Solomon Telekom Company Limited,quyu,趣域网,https://www.quyu.net/,333,359.0,370,cny,2025-01-01 14:47:38
sbs,gTLD,,,,,no,SPECIAL BROADCASTING SERVICE CORPORATION,dynadot,Dynadot,https://www.dynadot.com/,1.39,5.0,10.99,usd,2024-11-01 18:58:45
sc,ccTLD,,,,,no,VCS Pty Ltd,sav,Sav,https://www.sav.com/,82.88,82.88,82.88,usd,2025-01-01 14:47:32
school,gTLD,,,,,no,"Binky Moon, LLC",363hk,西部数码国际,https://www.363.hk/,51,80.0,78,cny,2025-01-01 14:46:57
schule,gTLD,,,school,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,16.97,16.97,usd,2025-01-01 14:55:21
science,gTLD,,,,,no,dot Science Limited,domaincom,Domain.com,https://www.domain.com/,6.99,8.99,n/a,usd,2024-11-01 19:05:30
scot,gTLD,,,,,no,Dot Scot Registry Limited,innovahost,InnovaHost,https://innovahost.net/,28.8,28.8,28.8,eur,2024-11-15 16:13:17
sd,ccTLD,,,,,no,Sudan Internet Society,quyu,趣域网,https://www.quyu.net/,378,350.0,350,cny,2025-01-01 14:47:38
se,ccTLD,,,,,no,The Internet Infrastructure Foundation,innovahost,InnovaHost,https://innovahost.net/,15.12,12.96,0,eur,2024-11-15 16:13:17
security,gTLD,,,,,no,XYZ.COM LLC,spaceship,Spaceship,https://www.spaceship.com/,1857.6,1999.98,1999.98,usd,2024-10-24 10:36:51
select,gTLD,,,,,no,"Registry Services, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,22.18,22.18,22.18,usd,2024-11-30 21:56:07
services,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,6.67,26.24,26.24,usd,2025-01-01 14:55:21
sex,gTLD,,,,,no,ICM Registry SX LLC,regery,Regery,https://regery.com/,81.99,81.99,81.99,usd,2024-09-11 10:54:05
sexy,gTLD,,,,,no,UNR Corp.,wordpress,WordPress.com,https://wordpress.com/,30,30.0,30,usd,2025-01-01 15:01:15
sg,ccTLD,,,,,no,Singapore Network Information Centre (SGNIC) Pte Ltd,regery,Regery,https://regery.com/,36.99,36.99,36.99,usd,2024-09-11 10:54:05
sh,ccTLD,,,,,no,Government of St. Helena,spaceship,Spaceship,https://www.spaceship.com/,30.96,30.96,30.96,usd,2024-10-24 10:36:51
shiksha,gTLD,,,education,,no,Afilias Limited,spaceship,Spaceship,https://www.spaceship.com/,10.35,13.61,13.61,usd,2024-10-24 10:36:51
shoes,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,29.99,29.99,29.99,usd,2025-01-01 14:59:45
shop,gTLD,,,,,no,"GMO Registry, Inc.",epik,Epik,https://www.epik.com/,9.99,9.99,9.99,usd,2024-12-03 18:51:31
shopping,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,78.0,75,cny,2024-11-01 19:20:20
show,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
si,ccTLD,,,,,no,Academic and Research Network of Slovenia (ARNES),regery,Regery,https://regery.com/,12.49,12.89,1.99,usd,2024-09-11 10:54:05
singles,gTLD,,,,,no,"Binky Moon, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,23.18,23.18,23.18,usd,2024-11-30 21:56:07
site,gTLD,,,,,no,Radix FZC,22cn,爱名网,https://www.22.cn/,15,75.0,160,cny,2025-01-01 14:46:49
sk,ccTLD,,,,,no,"SK-NIC, a.s.",regtons,regtons,https://regtons.com/,13.57,13.57,13.57,usd,2025-01-01 15:00:16
ski,gTLD,,,,,no,Afilias Limited,porkbun,porkbun,https://porkbun.com/,21.09,42.72,42.72,usd,2025-01-01 14:55:21
skin,gTLD,,,,,no,XYZ.COM LLC,cosmotown,Cosmotown,https://www.cosmotown.com/,10.95,11.17,11.17,usd,2024-11-15 16:07:41
sl,ccTLD,,,,,no,Sierratel,domgate,domgate,https://domgate.com/,60,60.0,60,eur,2025-01-01 15:01:39
sm,ccTLD,,,,,no,Telecom Italia San Marino S.p.A.,quyu,趣域网,https://www.quyu.net/,850,850.0,850,cny,2025-01-01 14:47:38
sn,ccTLD,,,,,no,Universite Cheikh Anta Diop,quyu,趣域网,https://www.quyu.net/,199,199.0,199,cny,2025-01-01 14:47:38
so,ccTLD,,,,,no,Ministry of Post and Telecommunications,regery,Regery,https://regery.com/,58.99,59.89,99.99,usd,2024-09-11 10:54:05
soccer,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,16.97,16.97,usd,2025-01-01 14:55:21
social,gTLD,,,,,no,"Dog Beach, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
software,gTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,10.79,26.24,26.24,usd,2025-01-01 14:55:21
solar,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,29.99,29.99,29.99,usd,2025-01-01 14:59:45
solutions,gTLD,,,,,no,"Binky Moon, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,19.95,19.95,19.95,usd,2025-01-01 14:48:20
soy,gTLD,,,i am,,no,Charleston Road Registry Inc.,cloudflare,Cloudflare,https://www.cloudflare.com/,18.18,18.18,18.18,usd,2024-11-30 21:56:07
spa,gTLD,,,,,no,Asia Spa and Wellness Promotion Council Limited,alldomains,ALLDomains,https://alldomains.hosting/,20,23.0,23,eur,2025-01-01 15:09:44
space,gTLD,,,,,no,Radix FZC,afriregister,Afriregister,https://www.afriregister.com/,8.48,2.014,2.014,eur,2025-01-01 15:01:05
sport,gTLD,,,,,no,Global Association of International Sports Federations (GAISF),regery,Regery,https://regery.com/,339.99,349.99,339.99,usd,2024-09-11 10:54:05
spreadbetting,gTLD,,,,,no,,regery,Regery,https://regery.com/,21999.99,21999.99,21999.99,usd,2024-09-11 10:54:05
sr,ccTLD,,,,,no,Telesur,regery,Regery,https://regery.com/,39.99,42.99,n/a,usd,2024-09-11 10:54:05
srl,gTLD,,,,,no,InterNetX Corp.,porkbun,porkbun,https://porkbun.com/,27.32,27.32,27.32,usd,2025-01-01 14:55:21
ss,ccTLD,,,,,no,National Communication Authority (NCA),afriregister,Afriregister,https://www.afriregister.com/,37.1,37.1,10.6,eur,2025-01-01 15:01:05
st,ccTLD,,,,,no,Tecnisys,quyu,趣域网,https://www.quyu.net/,98,98.0,98,cny,2025-01-01 14:47:38
storage,gTLD,,,,,no,XYZ.COM LLC,onlydomains,OnlyDomains,https://www.onlydomains.com/,814,500.0,500,usd,2025-01-01 14:57:56
store,gTLD,,,,,no,Radix FZC,tencent,腾讯云,https://cloud.tencent.com/,10,80.0,330,cny,2024-11-01 19:20:20
stream,gTLD,,,,,no,dot Stream Limited,domaincom,Domain.com,https://www.domain.com/,2.99,2.99,n/a,usd,2024-11-01 19:05:30
studio,gTLD,,,,,no,"Dog Beach, LLC",dotology,dotology,https://dotology.com/,21.99,21.99,21.99,usd,2025-01-01 14:59:45
study,gTLD,,,,,no,"Registry Services, LLC",spaceship,Spaceship,https://www.spaceship.com/,24.6,24.6,24.6,usd,2024-10-24 10:36:51
style,gTLD,,,,,no,"Binky Moon, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,24.95,24.95,24.95,usd,2025-01-01 14:48:20
su,ccTLD,,,,,no,"Russian Institute for Development of Public Networks
(ROSNIIROS)",regery,Regery,https://regery.com/,4.99,5.99,n/a,usd,2024-09-11 10:54:05
sucks,gTLD,,,,,no,Vox Populi Registry Ltd.,porkbun,porkbun,https://porkbun.com/,205.44,218.98,211.49,usd,2025-01-01 14:55:21
supplies,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,16.97,16.97,16.97,usd,2025-01-01 14:55:21
supply,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,16.97,16.97,16.97,usd,2025-01-01 14:55:21
support,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,4.61,19.03,19.03,usd,2025-01-01 14:55:21
surf,gTLD,,,,,no,"Registry Services, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,22.18,22.18,22.18,usd,2024-11-30 21:56:07
surgery,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,37.05,37.05,37.05,usd,2025-01-01 14:55:21
sv,ccTLD,,,,,no,SVNet,domgate,domgate,https://domgate.com/,90,90.0,90,eur,2025-01-01 15:01:39
swiss,gTLD,,,,,no,Swiss Confederation,regery,Regery,https://regery.com/,116.99,117.99,116.99,usd,2024-09-11 10:54:05
sx,ccTLD,,,,,no,SX Registry SA B.V.,dynadot,Dynadot,https://www.dynadot.com/,24.99,24.99,24.99,usd,2024-11-01 18:58:45
sy,ccTLD,,,,,no,National Agency for Network Services (NANS),quyu,趣域网,https://www.quyu.net/,229,229.0,229,cny,2025-01-01 14:47:38
sydney,gTLD,,,,,no,"State of New South Wales, Department of Premier and Cabinet",epik,Epik,https://www.epik.com/,39.95,39.95,39.95,usd,2024-12-03 18:51:31
systems,gTLD,,,,,no,"Binky Moon, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,19.95,19.95,19.95,usd,2025-01-01 14:48:20
taipei,gTLD,,,,,no,Taipei City Government,porkbun,porkbun,https://porkbun.com/,14.98,15.98,14.98,usd,2025-01-01 14:55:21
tatar,gTLD,,,,,no,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""",regery,Regery,https://regery.com/,7.99,7.99,7.99,usd,2024-09-11 10:54:05
tattoo,gTLD,,,,,no,"Top Level Design, LLC",spaceship,Spaceship,https://www.spaceship.com/,1.55,31.05,31.05,usd,2024-10-24 10:36:51
tax,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,35,78.0,75,cny,2024-11-01 19:20:20
taxi,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,6.99,43.75,43.75,usd,2025-01-01 14:55:21
tc,ccTLD,,,,,no,Melrex TC,quyu,趣域网,https://www.quyu.net/,399,399.0,399,cny,2025-01-01 14:47:38
td,ccTLD,,,,,no,l'Agence de Développement des Technologies de l'Information et de la Communication (ADETIC),afriregister,Afriregister,https://www.afriregister.com/,26.5,22.26,10.6,eur,2025-01-01 15:01:05
team,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
tech,gTLD,,,,,no,Radix FZC,363hk,西部数码国际,https://www.363.hk/,12,98.0,98,cny,2025-01-01 14:46:57
technology,gTLD,,,,,no,"Binky Moon, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,19.95,19.95,19.95,usd,2025-01-01 14:48:20
tel,sTLD,,,,,no,Telnames Ltd.,spaceship,Spaceship,https://www.spaceship.com/,9.29,9.29,9.2,usd,2024-10-24 10:36:51
